"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016051","carbohydrate biosynthetic process","27/1283","207/18805",0.130434782608696,1.91178962350469,3.56938429089533,0.000894240009860727,0.00972791342558277,0.00694252052782497,"LEP/RBP4/GYG2/ADIPOQ/SORBS1/PCK1/GPD1/NANS/PGM1/INPP5K/IRS2/FOXO1/IGF1/LEPR/NR3C1/GBE1/UGP2/CLK2/CHST15/P2RY1/GYS2/RANBP2/KAT2B/CRY1/PGD/TCF7L2/PTPN2",27
"GO:0048483","autonomic nervous system development","10/1283","46/18805",0.217391304347826,3.18631603917449,4.01729409537002,0.000895484531849888,0.00972791342558277,0.00694252052782497,"GATA3/EDNRB/TFAP2A/SOX4/FN1/ACKR3/CTNNB1/TFAP2B/GFRA3/RET",10
"GO:0030730","triglyceride storage","6/1283","18/18805",0.333333333333333,4.88568459340088,4.46294661278521,0.000906377881704917,0.00980951136524295,0.0070007545340641,"LPL/PPARG/CIDEA/PLIN2/ABHD5/PNPLA2",6
"GO:0035358","regulation of peroxisome proliferator activated receptor signaling pathway","6/1283","18/18805",0.333333333333333,4.88568459340088,4.46294661278521,0.000906377881704917,0.00980951136524295,0.0070007545340641,"LEP/FABP5/LMO3/TWIST1/CITED2/BMP2",6
"GO:0046887","positive regulation of hormone secretion","21/1283","146/18805",0.143835616438356,2.10820636564559,3.63747064727534,0.000924840318283342,0.00999068656678151,0.00713005385045258,"LEP/RBP4/PPARG/SOX4/IRS2/C1QTNF1/EGFR/VAMP8/PTPN11/MYB/DAB2/PPP3CB/P2RY1/NR0B2/SRI/SERP1/ABAT/TCF7L2/FGFR1/SPP1/INHBA",21
"GO:0001894","tissue homeostasis","33/1283","272/18805",0.121323529411765,1.77824549539223,3.49844311139145,0.000935670251408649,0.0100701727800029,0.00718678078076402,"RBP4/ANGPT1/TF/DMD/CXADR/S1PR1/SOX9/EGFR/LAMC1/CDH5/PTPN11/ALDH1A1/BCL2/VSTM4/PROM1/CLDN5/HTR4/SERPINA3/KMT2A/PLEKHM1/CTNNB1/TLR4/TJP2/PECAM1/LAMA2/TFF3/ZEB2/PBLD/INAVA/ITGB3/LDB2/SPP1/RAB7A",33
"GO:0060249","anatomical structure homeostasis","33/1283","272/18805",0.121323529411765,1.77824549539223,3.49844311139145,0.000935670251408649,0.0100701727800029,0.00718678078076402,"RBP4/ANGPT1/TF/DMD/CXADR/S1PR1/SOX9/EGFR/LAMC1/CDH5/PTPN11/ALDH1A1/BCL2/VSTM4/PROM1/CLDN5/HTR4/SERPINA3/KMT2A/PLEKHM1/CTNNB1/TLR4/TJP2/PECAM1/LAMA2/TFF3/ZEB2/PBLD/INAVA/ITGB3/LDB2/SPP1/RAB7A",33
"GO:0006094","gluconeogenesis","15/1283","89/18805",0.168539325842697,2.4702899629555,3.76216716747211,0.000952124368458798,0.0102282841878324,0.00729962015818412,"LEP/RBP4/ADIPOQ/PCK1/GPD1/PGM1/FOXO1/LEPR/NR3C1/CLK2/RANBP2/KAT2B/CRY1/TCF7L2/PTPN2",15
"GO:0072524","pyridine-containing compound metabolic process","25/1283","187/18805",0.133689839572193,1.95949916847629,3.56816972837822,0.00095413957636723,0.0102309864741336,0.00730154869900246,"ACACB/GPD1/PFKFB3/PGM1/FMO2/ME1/LDHB/IGF1/IDH2/ALDH1L1/IER3/HK2/NMNAT2/GOT2/APP/NNT/TKT/IDH1/MDH1/PRPS2/KAT2B/ZBTB20/ZBTB7A/PGD/KYNU",25
"GO:0071356","cellular response to tumor necrosis factor","28/1283","219/18805",0.127853881278539,1.87396121390719,3.52020423989571,0.000992678074737592,0.010588934097691,0.00755700519986911,"FABP4/ADIPOQ/AKAP12/GPD1/GATA3/CEBPA/PID1/KRT18/ASS1/INPP5K/KRT8/FOS/POSTN/KLF2/DHX9/ADAMTS7/COL1A1/MAP3K7/PIAS3/YBX3/ZFP36/BIRC2/ASAH1/PTPN2/STAT1/ADAM17/HYAL2/TNFRSF1B",28
"GO:0050708","regulation of protein secretion","33/1283","273/18805",0.120879120879121,1.77173177562889,3.47562707462566,0.000996457110608262,0.010588934097691,0.00755700519986911,"LEP/RBP4/PPARG/MYOM1/SOX4/HADH/IRS2/FOXO1/HMGCR/IGF1/EGFR/PTPN11/IL12A/PPP3CB/ENSA/FRMD4A/MYH10/NR0B2/TLR4/SRI/TMEM132A/NR1H3/KCNB1/SERP1/TFAP2B/SIDT2/ANG/ABAT/ALOX5/TCF7L2/GNAZ/RAPGEF3/PDE8B",33
"GO:1901988","negative regulation of cell cycle phase transition","33/1283","273/18805",0.120879120879121,1.77173177562889,3.47562707462566,0.000996457110608262,0.010588934097691,0.00755700519986911,"FHL1/RGCC/KLF4/EZH2/FOXN3/CDC14B/KANK2/PTEN/CDK1/PTPN11/DUSP1/ZWINT/DTL/IER3/RAD21/BCL2/TIPRL/TTI2/BUB1B/CENPF/INTS7/BUB3/JADE1/VPS4A/WEE1/RAD1/NDC80/CRY1/CDC20/TP53BP1/FAM107A/INHBA/MDC1",33
"GO:0016311","dephosphorylation","23/1283","167/18805",0.137724550898204,2.01863614936923,3.57786770168533,0.000996648511866795,0.010588934097691,0.00755700519986911,"PLPP3/INPP5K/PTPRK/PLPP1/CDC14B/PTEN/PLPP2/PPM1F/PTPN11/DUSP1/MTMR1/URI1/TNS2/PPP3CB/DUSP3/PPP1CB/PTPRR/INPP4B/CHP1/PTPRM/PTPN2/BMP2/PTPRO",23
"GO:1902904","negative regulation of supramolecular fiber organization","23/1283","167/18805",0.137724550898204,2.01863614936923,3.57786770168533,0.000996648511866795,0.010588934097691,0.00755700519986911,"TACSTD2/KANK1/SPTBN1/DLC1/FKBP4/GSN/INPP5K/S1PR1/CLU/KANK2/CRYAB/CDH5/ARHGEF7/ARFGEF1/EPS8/ADD1/SPTAN1/PIK3R1/CORO2B/PFDN1/HDGFL3/GAS2L1/CLIP3",23
"GO:0035791","platelet-derived growth factor receptor-beta signaling pathway","12/1283","63/18805",0.19047619047619,2.79181976765765,3.85481236057589,0.00100018849804307,0.0106071178741277,0.00756998241663311,"DDR1/EGFR/TEK/NTRK2/DDR2/FLT1/TYRO3/EPHA3/FGFR1/RET/PTPN2/EPHB1",12
"GO:0048593","camera-type eye morphogenesis","20/1283","137/18805",0.145985401459854,2.13971588032155,3.62288541642592,0.00100386043170669,0.010626632051698,0.00758390910084977,"RBP4/HMGN1/TFAP2A/SOX4/SOX9/HIPK2/NTRK2/TWIST1/PROM1/AQP1/CITED2/TENM3/CTNNB1/ZEB1/TFAP2B/FZD5/PTPRM/CALB1/EPHB1/TSKU",20
"GO:0009411","response to UV","22/1283","157/18805",0.140127388535032,2.05385466983731,3.58807102908796,0.00100819016247593,0.0106530257423003,0.00760274548752343,"HMGN1/CAT/MME/PTPRK/PCNA/NPM1/EGFR/GPX1/IL12A/DTL/BCL2/PBK/AQP1/MSH6/PCLAF/FEN1/RO60/MAPK11/PIK3R1/MAP2K7/MFAP4/HYAL2",22
"GO:0006913","nucleocytoplasmic transport","39/1283","340/18805",0.114705882352941,1.68125028655266,3.43018949000536,0.00101474066542678,0.0106833223233044,0.00762436725021208,"LEP/CD36/ANGPT1/CDH1/SFN/NPM1/CDK1/XBP1/MDFIC/TXNIP/CSE1L/PTPN11/E2F3/IER3/LMNA/HNRNPA1/WNK1/DHX9/RAN/SETD2/PKIG/RANBP2/APOD/TXN/RBM8A/NUP43/LSG1/CAMK1/THOC1/CHP1/SP100/PIK3R1/ECT2/FBXO22/SSB/RAPGEF3/THOC2/HTATIP2/HYAL2",39
"GO:0051169","nuclear transport","39/1283","340/18805",0.114705882352941,1.68125028655266,3.43018949000536,0.00101474066542678,0.0106833223233044,0.00762436725021208,"LEP/CD36/ANGPT1/CDH1/SFN/NPM1/CDK1/XBP1/MDFIC/TXNIP/CSE1L/PTPN11/E2F3/IER3/LMNA/HNRNPA1/WNK1/DHX9/RAN/SETD2/PKIG/RANBP2/APOD/TXN/RBM8A/NUP43/LSG1/CAMK1/THOC1/CHP1/SP100/PIK3R1/ECT2/FBXO22/SSB/RAPGEF3/THOC2/HTATIP2/HYAL2",39
"GO:0035633","maintenance of blood-brain barrier","9/1283","39/18805",0.230769230769231,3.38239702620061,4.03001996127586,0.00101988736922086,0.0106986738315556,0.00763532316197898,"ANGPT1/DMD/LAMC1/CDH5/CLDN5/TJP2/PECAM1/LAMA2/ZEB2",9
"GO:0090077","foam cell differentiation","9/1283","39/18805",0.230769230769231,3.38239702620061,4.03001996127586,0.00101988736922086,0.0106986738315556,0.00763532316197898,"LPL/ADIPOQ/CD36/PPARG/ABCA1/AGTR1/NR1H3/ABCA5/ITGB3",9
"GO:0071772","response to BMP","25/1283","188/18805",0.132978723404255,1.94907630055886,3.53892872114752,0.00103089228702577,0.0107751462288946,0.00768989922213816,"PPARG/CHRDL1/CAV1/TGFBR3/GATA3/SPINT2/MSX1/SOX9/TMEM100/HIPK2/CDH5/GPC3/CRIM1/TGFBR2/FSTL1/SMAD6/ADAMTS7/FZD1/SMAD7/TFAP2B/EGR1/TOB1/SORL1/BMP2/SMAD5",25
"GO:0071773","cellular response to BMP stimulus","25/1283","188/18805",0.132978723404255,1.94907630055886,3.53892872114752,0.00103089228702577,0.0107751462288946,0.00768989922213816,"PPARG/CHRDL1/CAV1/TGFBR3/GATA3/SPINT2/MSX1/SOX9/TMEM100/HIPK2/CDH5/GPC3/CRIM1/TGFBR2/FSTL1/SMAD6/ADAMTS7/FZD1/SMAD7/TFAP2B/EGR1/TOB1/SORL1/BMP2/SMAD5",25
"GO:0022408","negative regulation of cell-cell adhesion","27/1283","209/18805",0.129186602870813,1.89349498595919,3.51481204039191,0.00103519638874544,0.0108006731135114,0.00770811699533479,"ADIPOQ/EPCAM/RGCC/CDH1/CD9/KLF4/SPINT2/SDC4/ASS1/C1QTNF1/ANXA1/LGALS1/PPM1F/LGALS3/PAWR/DLG5/CEBPB/MDK/WNK1/DUSP3/STAT5A/SMAD7/ITCH/XCL1/GTPBP4/PTPN2/BMP2",27
"GO:0030098","lymphocyte differentiation","47/1283","432/18805",0.108796296296296,1.59463316590168,3.38335505540065,0.00103960321029993,0.0108271781381506,0.00772703283777686,"LEP/PCK1/GATA3/EZH2/SOX4/TPD52/ANXA1/PLCL2/LGALS1/XBP1/LEPR/SMARCA4/ZBTB16/MYB/IL6R/SOS1/TGFBR2/SMARCC1/BCL2/PPP3CB/MDK/HMGB3/JAK1/KMT2A/STAT5A/TYRO3/SMAD7/ITM2A/CTNNB1/NFIL3/ZEB1/GLI2/FZD7/PIK3R1/FZD5/EGR1/DCLRE1C/ZBTB7A/PAX5/IL6ST/PTPN2/BLNK/JUNB/POU2AF1/PTGER4/INHBA/ADAM17",47
"GO:0060395","SMAD protein signal transduction","16/1283","99/18805",0.161616161616162,2.368816772558,3.6950392999828,0.00104433454082489,0.0108569617765685,0.00774828852870082,"PPARG/TGFBR3/SPTBN1/RBPMS/JUN/XBP1/HIPK2/FOS/TGFBR2/DAB2/SMAD6/SMAD7/TOB1/BMP2/INHBA/SMAD5",16
"GO:0006111","regulation of gluconeogenesis","11/1283","55/18805",0.2,2.93141075604053,3.88152122950887,0.00105455950689676,0.0109171751393825,0.00779126100276566,"LEP/ADIPOQ/FOXO1/LEPR/NR3C1/CLK2/RANBP2/KAT2B/CRY1/TCF7L2/PTPN2",11
"GO:0031547","brain-derived neurotrophic factor receptor signaling pathway","11/1283","55/18805",0.2,2.93141075604053,3.88152122950887,0.00105455950689676,0.0109171751393825,0.00779126100276566,"DDR1/EGFR/TEK/NTRK2/DDR2/FLT1/TYRO3/EPHA3/FGFR1/RET/EPHB1",11
"GO:0030032","lamellipodium assembly","13/1283","72/18805",0.180555555555556,2.64641248809215,3.78745816679186,0.00105765427138993,0.0109171751393825,0.00779126100276566,"WASF3/ARHGEF6/S1PR1/ABLIM3/ARHGEF7/ACTR2/ABLIM1/ACTR3/PARVB/PIK3R1/VAV3/HRG/PTPRO",13
"GO:0072577","endothelial cell apoptotic process","13/1283","72/18805",0.180555555555556,2.64641248809215,3.78745816679186,0.00105765427138993,0.0109171751393825,0.00779126100276566,"ANGPTL4/RGCC/AKR1C3/ANGPT1/GATA3/PRKCI/TEK/F3/XBP1/CDH5/CD248/KRIT1/ITGB3",13
"GO:0061515","myeloid cell development","15/1283","90/18805",0.166666666666667,2.44284229670044,3.71271673449213,0.00107189061372367,0.0110444714923819,0.00788210859825219,"PTPN11/MYB/SLC11A2/LTF/KLF2/CEBPB/CITED2/APP/TAL1/ADGRF5/NEMP1/ANXA2/ZBTB7A/EPB42/THPO",15
"GO:1903036","positive regulation of response to wounding","14/1283","81/18805",0.172839506172839,2.53331793731898,3.74215714461784,0.00107878571689971,0.0110958084108781,0.00791874621979578,"CD36/KANK1/FERMT2/CXCR4/TMEM97/ANXA1/F3/XBP1/ARFGEF1/DDR2/PUM2/MDK/DUOX2/HRG",14
"GO:0030282","bone mineralization","19/1283","128/18805",0.1484375,2.17565642049883,3.61142380866569,0.0010835621730592,0.0111252109131264,0.00793972990524795,"LEP/TFAP2A/S1PR1/SOX9/RXRA/IGF1/BCOR/SLC24A3/GPC3/LTF/TWIST1/DDR2/MMP13/ISG15/EIF2AK3/COL1A2/ALOX5/BMP2K/BMP2",19
"GO:0014856","skeletal muscle cell proliferation","7/1283","25/18805",0.28,4.10397505845674,4.2022999175046,0.00109272220783676,0.0111600026895441,0.00796455975430318,"CAV2/ANGPT1/FGF2/MYB/FOS/NDC80/EPHB1",7
"GO:0072243","metanephric nephron epithelium development","7/1283","25/18805",0.28,4.10397505845674,4.2022999175046,0.00109272220783676,0.0111600026895441,0.00796455975430318,"ADIPOQ/ACAT1/SOX9/AQP1/LAMB2/CALB1/STAT1",7
"GO:1905709","negative regulation of membrane permeability","7/1283","25/18805",0.28,4.10397505845674,4.2022999175046,0.00109272220783676,0.0111600026895441,0.00796455975430318,"ACAA2/BNIP3/IER3/BCL2L2/HK2/TMEM14A/GCLC",7
"GO:0010644","cell communication by electrical coupling","8/1283","32/18805",0.25,3.66426344505066,4.08161395979995,0.00110366215747633,0.0112125116909285,0.00800203385630826,"CAV1/ATP1B1/ATP1A2/ANK3/ATP1A1/ASPH/SRI/CASQ2",8
"GO:0034311","diol metabolic process","8/1283","32/18805",0.25,3.66426344505066,4.08161395979995,0.00110366215747633,0.0112125116909285,0.00800203385630826,"PLPP3/PLPP1/PLPP2/SPTSSA/GCH1/QDPR/PTS/ASAH1",8
"GO:0090313","regulation of protein targeting to membrane","8/1283","32/18805",0.25,3.66426344505066,4.08161395979995,0.00110366215747633,0.0112125116909285,0.00800203385630826,"ITGB1BP1/ANK3/INPP5K/STOM/FYN/KCNB1/CHP1/MIEF1",8
"GO:0051216","cartilage development","27/1283","210/18805",0.128571428571429,1.88447834316891,3.48775018927626,0.00111263748709706,0.0112146704201193,0.00800357447669259,"LEP/GHR/GATA3/TRPS1/EFEMP1/MSX1/SOX9/MAF/FGF2/ZBTB16/PTPN11/TGFBR2/MMP13/MDK/ADAMTS7/COL11A1/SMAD7/COL1A1/CTNNB1/ZEB1/EIF2AK3/SLC26A2/FGFR1/BMP2/TSKU/HYAL2/SMAD5",27
"GO:2001242","regulation of intrinsic apoptotic signaling pathway","25/1283","189/18805",0.132275132275132,1.93876372754003,3.50986675074505,0.00111293173471535,0.0112146704201193,0.00800357447669259,"CAV1/MSX1/NACC2/MUC1/IVNS1ABP/CLU/XBP1/FGF2/GPX1/MIF/URI1/BCL2/PMAIP1/ACKR3/DAPK2/FZD1/APP/PINK1/CTNNB1/FYN/EIF2AK3/WFS1/YBX3/PTPN2/NONO",25
"GO:0019217","regulation of fatty acid metabolic process","17/1283","109/18805",0.155963302752294,2.2859625161784,3.64345844403578,0.00111354079675723,0.0112146704201193,0.00800357447669259,"ACACB/ADIPOQ/PPARG/CAV1/ACADL/FMO2/IRS2/FABP5/SOX9/RGN/TWIST1/WDTC1/NR1H3/APOC1/ELOVL5/KAT2B/ABCD2",17
"GO:0048709","oligodendrocyte differentiation","17/1283","109/18805",0.155963302752294,2.2859625161784,3.64345844403578,0.00111354079675723,0.0112146704201193,0.00800357447669259,"WASF3/QKI/CXCR4/CDKN2C/ASPA/SOX9/CLU/PTEN/BNIP3/NTRK2/LPAR1/MDK/CTNNB1/SRSF1/MOBP/TENM4/TNFRSF1B",17
"GO:0051851","host-mediated perturbation of symbiont process","17/1283","109/18805",0.155963302752294,2.2859625161784,3.64345844403578,0.00111354079675723,0.0112146704201193,0.00800357447669259,"CAV2/GSN/INPP5K/JUN/SMARCA4/PAIP1/SNX3/LTF/STOM/TRIM8/TMEM41B/TRIM10/FBXL2/LRRC19/PPIB/TRIM31/ROCK2",17
"GO:0009914","hormone transport","38/1283","331/18805",0.114803625377644,1.68268291132236,3.39077654671506,0.00115090904253341,0.0115709243600283,0.0082578222462536,"LEP/RBP4/ADIPOQ/PPARG/GATA3/FZD4/SOX4/HADH/IRS2/FOXO1/C1QTNF1/ANXA1/EGFR/VAMP8/PTPN11/MYB/DAB2/PPP3CB/AQP1/ENSA/P2RY1/NR0B2/AGTR1/SRI/KCNB1/SERP1/TFAP2B/SIDT2/ABAT/CRY1/ALOX5/TCF7L2/FGFR1/GNAZ/RAPGEF3/SPP1/INHBA/PDE8B",38
"GO:0046824","positive regulation of nucleocytoplasmic transport","12/1283","64/18805",0.1875,2.748197583788,3.79079879377099,0.00115589811954105,0.0116009774938713,0.00827927026799295,"LEP/CDH1/SFN/CDK1/XBP1/DHX9/RAN/CAMK1/PIK3R1/ECT2/RAPGEF3/HYAL2",12
"GO:0042594","response to starvation","29/1283","232/18805",0.125,1.83213172252533,3.45097372777838,0.00116540933491393,0.0116633278486156,0.00832376784921024,"PCK1/CAV1/AKR1C3/ADM/STK26/ACAT1/FOXO1/XBP1/PLIN2/GABARAPL1/FOS/HNRNPA1/SREBF2/BCL2/PMAIP1/RRAGC/RRAGD/LAMP2/SH3GLB1/EIF2AK3/TBC1D5/WIPI2/ASNS/SAR1A/FBXO22/CHKA/GAS2L1/ZFP36/HSPA5",29
"GO:0060419","heart growth","16/1283","100/18805",0.16,2.34512860483242,3.649484836062,0.00116613172766713,0.0116633278486156,0.00832376784921024,"ACACB/RBP4/TGFBR3/S1PR1/IGF1/CDK1/FGF2/ZFPM2/CITED2/MAPK11/NDRG4/KCNK2/FGFR1/RGS4/TENM4/PDLIM5",16
"GO:0010944","negative regulation of transcription by competitive promoter binding","5/1283","13/18805",0.384615384615385,5.63732837700102,4.52584457851929,0.0011880209992856,0.011821114608672,0.00843637553523568,"TFAP2A/MUC1/KDM2A/DACH1/SMAD7",5
"GO:0035810","positive regulation of urine volume","5/1283","13/18805",0.384615384615385,5.63732837700102,4.52584457851929,0.0011880209992856,0.011821114608672,0.00843637553523568,"EDNRB/NPR3/INPP5K/NPR1/HYAL2",5
"GO:0061029","eyelid development in camera-type eye","5/1283","13/18805",0.384615384615385,5.63732837700102,4.52584457851929,0.0011880209992856,0.011821114608672,0.00843637553523568,"TFAP2A/EGFR/SOS1/TWIST1/INHBA",5
"GO:0048708","astrocyte differentiation","15/1283","91/18805",0.164835164835165,2.41599787585758,3.66392518358802,0.00120410973946172,0.0119269469310047,0.00851190489473527,"BIN1/QKI/PLPP3/SOX9/VIM/EGFR/NR3C1/PTPN11/APP/TAL1/TLR4/LAMB2/ZEB2/IL6ST/BMP2",15
"GO:0034101","erythrocyte homeostasis","21/1283","149/18805",0.140939597315436,2.06575925761245,3.53418755212615,0.0012048251855833,0.0119269469310047,0.00851190489473527,"EPAS1/TGFBR3/GATA3/HIPK2/MYB/SLC11A2/KLF2/CITED2/SFXN1/TAL1/ADGRF5/NEMP1/TRIM10/ISG15/ZBTB7A/ZFP36/EPB42/PTPN2/STAT1/INHBA/SMAD5",21
"GO:0034614","cellular response to reactive oxygen species","21/1283","149/18805",0.140939597315436,2.06575925761245,3.53418755212615,0.0012048251855833,0.0119269469310047,0.00851190489473527,"CD36/CAT/EZH2/PTPRK/PCNA/CDK1/MYB/FOS/BNIP3/PAWR/DDR2/KLF2/GCH1/HSF1/FBLN5/AQP1/PINK1/FYN/TXN/ZNF277/ECT2",21
"GO:0006029","proteoglycan metabolic process","17/1283","110/18805",0.154545454545455,2.26518103875859,3.60108103015776,0.0012351572703929,0.0121872222193596,0.00869765557458175,"ANGPT1/EDNRB/SLC2A10/IGF1/GNS/IDS/CHST15/ADAMTS7/CANT1/COL11A1/CTNNB1/GAL3ST4/CHST2/DSE/TCF7L2/BMP2/IDUA",17
"GO:0045923","positive regulation of fatty acid metabolic process","9/1283","40/18805",0.225,3.2978371005456,3.9366024637818,0.00123742008053832,0.0121872222193596,0.00869765557458175,"ADIPOQ/PPARG/IRS2/RGN/TWIST1/NR1H3/ELOVL5/KAT2B/ABCD2",9
"GO:1905476","negative regulation of protein localization to membrane","9/1283","40/18805",0.225,3.2978371005456,3.9366024637818,0.00123742008053832,0.0121872222193596,0.00869765557458175,"ITGB1BP1/SFN/PID1/RHOQ/INPP5K/TMBIM1/PPP2R5A/DAB2/WNK1",9
"GO:0010885","regulation of cholesterol storage","6/1283","19/18805",0.315789473684211,4.62854329901136,4.28192013546429,0.00124880310111129,0.0122577103038014,0.00874796080981516,"LPL/CD36/PPARG/ABCA1/SREBF2/NR1H3",6
"GO:2000811","negative regulation of anoikis","6/1283","19/18805",0.315789473684211,4.62854329901136,4.28192013546429,0.00124880310111129,0.0122577103038014,0.00874796080981516,"CAV1/NTRK2/BCL2/PTRH2/CEACAM6/TLE1",6
"GO:0033044","regulation of chromosome organization","30/1283","244/18805",0.122950819672131,1.80209677625442,3.41246031986349,0.00126219371987756,0.0123682192044083,0.00882682770319778,"KLF4/SMC4/CDK1/SMARCA4/NEK7/DKC1/DUSP1/ZWINT/CCT2/CCT6A/HNRNPD/RAD21/LMNA/HNRNPA1/SMARCC1/GCH1/CCT3/BUB1B/CENPF/TAL1/BUB3/CTNNB1/FEN1/KAT2B/NDC80/CDC20/MAP2K7/HNRNPC/H3-3B/CCT5",30
"GO:0009267","cellular response to starvation","25/1283","191/18805",0.130890052356021,1.91846253667574,3.45227105315874,0.00129406667889692,0.0126591581859714,0.00903446214272047,"PCK1/CAV1/AKR1C3/STK26/FOXO1/XBP1/PLIN2/GABARAPL1/FOS/HNRNPA1/SREBF2/BCL2/PMAIP1/RRAGC/RRAGD/LAMP2/SH3GLB1/EIF2AK3/WIPI2/ASNS/SAR1A/FBXO22/CHKA/GAS2L1/HSPA5",25
"GO:0034109","homotypic cell-cell adhesion","16/1283","101/18805",0.158415841584158,2.32190950973507,3.60447301333925,0.00129971660394463,0.0126930236018229,0.00905863087597775,"HBB/DSP/CD9/PLPP3/ANK3/CXADR/C1QTNF1/STXBP1/IL6R/CD99/JAK1/TYRO3/TJP2/IL6ST/ITGB3/MYL9",16
"GO:0043269","regulation of monoatomic ion transport","50/1283","472/18805",0.105932203389831,1.55265400214011,3.29044140112256,0.0013113598270283,0.0127809005881846,0.0091213460498335,"LEP/BIN1/FHL1/CAV1/CXCR4/ATP1B1/KCNS3/ATP1A2/TF/DMD/KCNJ8/ANK3/GABRE/INPP5K/SNTA1/ATP1A1/KCNAB1/FXYD3/LGALS3/ASPH/TRIM27/TSPAN13/STOM/HOMER1/ATP2B4/BCL2/PPP3CB/WNK1/P2RY1/PRSS8/GRIN2D/AHNAK/CTNNB1/STC2/SRI/FYN/VDAC1/ANK2/CASQ2/XCL1/ISCU/WFS1/CHP1/PER1/FGF14/ITGB3/CACNA1D/RGS4/SLC31A2/CXCL11",50
"GO:0002237","response to molecule of bacterial origin","42/1283","379/18805",0.110817941952507,1.62426453500926,3.3221508293483,0.00131468877333057,0.0127809005881846,0.0091213460498335,"BIN1/CD24/CD36/AKAP12/S100A14/EDNRB/ADM/KCNJ8/GPX4/ASS1/SASH1/VIM/XBP1/TNIP1/PTPN11/ALAD/FOS/PLSCR4/GPX1/LTF/IL12A/MIF/CEBPB/SMAD6/ABCA1/GCH1/HSF1/ADH5/TNIP3/SRR/TLR4/MRC1/NR1H3/CDK4/FZD5/MAP2K7/ZFP36/INAVA/PTGER4/ADAM17/CD14/TNFRSF1B",42
"GO:0032388","positive regulation of intracellular transport","20/1283","140/18805",0.142857142857143,2.09386482574324,3.51528296484793,0.00131752776275373,0.0127809005881846,0.0091213460498335,"LEP/CDH1/SFN/EHD2/CDK1/XBP1/ASPH/CD81/DAB2/DHX9/RAN/CAMK1/PIK3R1/ECT2/ANXA2/SORL1/RAPGEF3/HYAL2/EZR/KIF20B",20
"GO:0061041","regulation of wound healing","20/1283","140/18805",0.142857142857143,2.09386482574324,3.51528296484793,0.00131752776275373,0.0127809005881846,0.0091213460498335,"CD36/CAV1/KANK1/FERMT2/CXCR4/CD9/TMEM97/C1QTNF1/ANXA1/PTEN/F3/XBP1/FGF2/ARFGEF1/SERPING1/DDR2/ANXA2/DUOX2/ALOX5/HRG",20
"GO:0002931","response to ischemia","12/1283","65/18805",0.184615384615385,2.70591762096049,3.7280055624323,0.00133117300731557,0.0128917105433015,0.00920042779680544,"CAV1/KCNJ8/NPR3/AQP3/MYB/SOS1/BCL2L2/HK2/BCL2/PINK1/EGR1/ROCK2",12
"GO:1903034","regulation of response to wounding","24/1283","181/18805",0.132596685082873,1.94347674433626,3.45128335684524,0.00133812434340669,0.0129374321935037,0.00923305796950617,"CD36/CAV1/KANK1/FERMT2/CXCR4/CD9/TMEM97/KLF4/C1QTNF1/ANXA1/PTEN/F3/XBP1/FGF2/ARFGEF1/SERPING1/DDR2/PUM2/MDK/ANXA2/DUOX2/ALOX5/HRG/SPP1",24
"GO:0055017","cardiac muscle tissue growth","15/1283","92/18805",0.16304347826087,2.38973702938087,3.61577540011541,0.00134978110498845,0.0130067777243156,0.00928254779842557,"RBP4/TGFBR3/S1PR1/IGF1/CDK1/FGF2/ZFPM2/CITED2/MAPK11/NDRG4/KCNK2/FGFR1/RGS4/TENM4/PDLIM5",15
"GO:0060021","roof of mouth development","15/1283","92/18805",0.16304347826087,2.38973702938087,3.61577540011541,0.00134978110498845,0.0130067777243156,0.00928254779842557,"TGFBR3/TFAP2A/MSX1/DHRS3/MEOX2/BCOR/SOS1/TGFBR2/ASPH/TWIST1/CLDN5/FZD1/BNC2/IRF6/INHBA",15
"GO:0031128","developmental induction","8/1283","33/18805",0.242424242424242,3.55322515883701,3.97225777549877,0.00137080642696145,0.0131656425211977,0.00939592484705366,"SOX9/HIPK2/FGF2/CTNNB1/SPRY1/FZD5/FGFR1/BMP2",8
"GO:0061384","heart trabecula morphogenesis","8/1283","33/18805",0.242424242424242,3.55322515883701,3.97225777549877,0.00137080642696145,0.0131656425211977,0.00939592484705366,"RBP4/TGFBR3/S1PR1/TEK/SOS1/ADAMTS1/NACA/FHL2",8
"GO:0016126","sterol biosynthetic process","13/1283","74/18805",0.175675675675676,2.57488782625182,3.67309038518351,0.00137555347276271,0.0131676331608853,0.00939734550699276,"QKI/ACAA2/CYB5R3/HMGCR/GNAI1/MSMO1/FAXDC2/SREBF2/FDPS/TM7SF2/DHCR24/LSS/SQLE",13
"GO:0071260","cellular response to mechanical stimulus","13/1283","74/18805",0.175675675675676,2.57488782625182,3.67309038518351,0.00137555347276271,0.0131676331608853,0.00939734550699276,"PDE2A/ATP1A2/SOX9/EGFR/FGF2/BNIP3/AQP1/COL1A1/TLR4/GCLC/MAP3K2/ITGB3/PTGER4",13
